[
  <<|java+class:///org/apache/cayenne/modeler/action/ValidateAction|,|java+class:///org/apache/cayenne/modeler/util/CayenneAction|>,220,<|java+method:///org/apache/cayenne/modeler/util/CayenneAction/getCurrentProject()|,|java+method:///org/apache/cayenne/modeler/action/ValidateAction/performAction(java.awt.event.ActionEvent)|>>,
  <<|java+class:///org/apache/cayenne/query/NamedQuery|,|java+class:///org/apache/cayenne/query/IndirectQuery|>,220,<|java+field:///org/apache/cayenne/query/IndirectQuery/name|,|java+method:///org/apache/cayenne/query/NamedQuery/getMetaData(org.apache.cayenne.map.EntityResolver)|>>,
  <<|java+class:///org/apache/cayenne/query/NamedQuery|,|java+class:///org/apache/cayenne/query/IndirectQuery|>,220,<|java+field:///org/apache/cayenne/query/IndirectQuery/replacementQuery|,|java+method:///org/apache/cayenne/query/NamedQuery/getMetaData(org.apache.cayenne.map.EntityResolver)|>>,
  <<|java+class:///org/apache/cayenne/query/NamedQuery|,|java+class:///org/apache/cayenne/query/IndirectQuery|>,220,<|java+method:///org/apache/cayenne/query/IndirectQuery/getName()|,|java+method:///org/apache/cayenne/query/NamedQuery/resolveQuery(org.apache.cayenne.map.EntityResolver)|>>,
  <<|java+class:///org/apache/cayenne/query/NamedQuery|,|java+class:///org/apache/cayenne/query/IndirectQuery|>,220,<|java+field:///org/apache/cayenne/query/IndirectQuery/name|,|java+constructor:///org/apache/cayenne/query/NamedQuery/NamedQuery(java.lang.String,java.util.Map)|>>,
  <<|java+class:///org/apache/cayenne/query/NamedQuery|,|java+class:///org/apache/cayenne/query/IndirectQuery|>,220,<|java+field:///org/apache/cayenne/query/IndirectQuery/name|,|java+method:///org/apache/cayenne/query/NamedQuery/equals(java.lang.Object)|>>,
  <<|java+class:///org/apache/cayenne/query/NamedQuery|,|java+class:///org/apache/cayenne/query/IndirectQuery|>,220,<|java+method:///org/apache/cayenne/query/IndirectQuery/getName()|,|java+method:///org/apache/cayenne/query/NamedQuery/equals(java.lang.Object)|>>,
  <<|java+class:///org/apache/cayenne/query/NamedQuery|,|java+class:///org/apache/cayenne/query/IndirectQuery|>,220,<|java+method:///org/apache/cayenne/query/IndirectQuery/getName()|,|java+method:///org/apache/cayenne/query/NamedQuery/toString()|>>,
  <<|java+class:///org/apache/cayenne/access/InternalTransaction|,|java+class:///org/apache/cayenne/access/Transaction|>,220,<|java+field:///org/apache/cayenne/access/Transaction/status|,|java+method:///org/apache/cayenne/access/InternalTransaction/processRollback()|>>,
  <<|java+class:///org/apache/cayenne/access/InternalTransaction|,|java+class:///org/apache/cayenne/access/Transaction|>,220,<|java+field:///org/apache/cayenne/access/Transaction/connections|,|java+method:///org/apache/cayenne/access/InternalTransaction/processRollback()|>>,
  <<|java+class:///org/apache/cayenne/access/InternalTransaction|,|java+class:///org/apache/cayenne/access/Transaction|>,220,<|java+field:///org/apache/cayenne/access/Transaction/STATUS_ROLLING_BACK|,|java+method:///org/apache/cayenne/access/InternalTransaction/processRollback()|>>,
  <<|java+class:///org/apache/cayenne/access/InternalTransaction|,|java+class:///org/apache/cayenne/access/Transaction|>,220,<|java+field:///org/apache/cayenne/access/Transaction/STATUS_COMMITTING|,|java+method:///org/apache/cayenne/access/InternalTransaction/processCommit()|>>,
  <<|java+class:///org/apache/cayenne/access/InternalTransaction|,|java+class:///org/apache/cayenne/access/Transaction|>,220,<|java+field:///org/apache/cayenne/access/Transaction/status|,|java+method:///org/apache/cayenne/access/InternalTransaction/processCommit()|>>,
  <<|java+class:///org/apache/cayenne/access/InternalTransaction|,|java+class:///org/apache/cayenne/access/Transaction|>,220,<|java+field:///org/apache/cayenne/access/Transaction/connections|,|java+method:///org/apache/cayenne/access/InternalTransaction/processCommit()|>>,
  <<|java+class:///org/apache/cayenne/access/InternalTransaction|,|java+class:///org/apache/cayenne/access/Transaction|>,220,<|java+method:///org/apache/cayenne/access/Transaction/setRollbackOnly()|,|java+method:///org/apache/cayenne/access/InternalTransaction/processCommit()|>>,
  <<|java+class:///org/apache/cayenne/access/InternalTransaction|,|java+class:///org/apache/cayenne/access/ExternalTransaction|>,220,<|java+method:///org/apache/cayenne/access/ExternalTransaction/begin()|,|java+method:///org/apache/cayenne/access/InternalTransaction/begin()|>>,
  <<|java+class:///org/apache/cayenne/jpa/map/JpaTransient|,|java+class:///org/apache/cayenne/jpa/map/JpaAttribute|>,220,<|java+field:///org/apache/cayenne/jpa/map/JpaAttribute/name|,|java+method:///org/apache/cayenne/jpa/map/JpaTransient/encodeAsXML(org.apache.cayenne.util.XMLEncoder)|>>,
  <<|java+class:///org/apache/cayenne/dba/frontbase/FrontBaseAdapter|,|java+class:///org/apache/cayenne/dba/JdbcAdapter|>,220,<|java+method:///org/apache/cayenne/dba/JdbcAdapter/setSupportsBatchUpdates(boolean)|,|java+constructor:///org/apache/cayenne/dba/frontbase/FrontBaseAdapter/FrontBaseAdapter()|>>,
  <<|java+class:///org/apache/cayenne/dba/frontbase/FrontBaseAdapter|,|java+class:///org/apache/cayenne/dba/JdbcAdapter|>,220,<|java+method:///org/apache/cayenne/dba/JdbcAdapter/externalTypesForJdbcType(int)|,|java+method:///org/apache/cayenne/dba/frontbase/FrontBaseAdapter/createTable(org.apache.cayenne.map.DbEntity)|>>,
  <<|java+class:///org/apache/cayenne/dba/frontbase/FrontBaseAdapter|,|java+class:///org/apache/cayenne/dba/JdbcAdapter|>,220,<|java+method:///org/apache/cayenne/dba/JdbcAdapter/getQuotingStrategy(boolean)|,|java+method:///org/apache/cayenne/dba/frontbase/FrontBaseAdapter/createTable(org.apache.cayenne.map.DbEntity)|>>,
  <<|java+class:///org/apache/cayenne/dba/frontbase/FrontBaseAdapter|,|java+class:///org/apache/cayenne/dba/JdbcAdapter|>,220,<|java+method:///org/apache/cayenne/dba/JdbcAdapter/configureExtendedTypes(org.apache.cayenne.access.types.ExtendedTypeMap)|,|java+method:///org/apache/cayenne/dba/frontbase/FrontBaseAdapter/configureExtendedTypes(org.apache.cayenne.access.types.ExtendedTypeMap)|>>,
  <<|java+class:///org/apache/cayenne/dba/frontbase/FrontBaseAdapter|,|java+class:///org/apache/cayenne/dba/JdbcAdapter|>,220,<|java+method:///org/apache/cayenne/dba/JdbcAdapter/getQuotingStrategy(boolean)|,|java+method:///org/apache/cayenne/dba/frontbase/FrontBaseAdapter/dropTableStatements(org.apache.cayenne.map.DbEntity)|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testReadFlattenedRelationship()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testReadFlattenedRelationship()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testDoubleCommitAddToFlattenedRelationship()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testDoubleCommitAddToFlattenedRelationship()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/deleteTestData()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/setUp()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testRemoveFlattenedRelationshipAndRootRecord()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testRemoveFlattenedRelationshipAndRootRecord()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testAddRemoveFlattenedRelationship1()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/unblockQueries()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testAddRemoveFlattenedRelationship1()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testAddRemoveFlattenedRelationship1()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/blockQueries()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testAddRemoveFlattenedRelationship1()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testAddRemoveFlattenedRelationship2()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getNode()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testAddRemoveFlattenedRelationship2()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testAddRemoveFlattenedRelationship2()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testAddRemoveFlattenedRelationship2()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testAddToFlattenedRelationship()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testAddToFlattenedRelationship()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testRemoveFromFlattenedRelationship()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testRemoveFromFlattenedRelationship()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createDataContext()|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testReadFlattenedRelationship2()|>>,
  <<|java+class:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/createTestData(java.lang.String)|,|java+method:///org/apache/cayenne/CayenneDataObjectFlattenedRelTest/testReadFlattenedRelationship2()|>>,
  <<|java+class:///org/apache/cayenne/query/SelectQueryPrefetchRouterActionQualifiedEntityTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/query/SelectQueryPrefetchRouterActionQualifiedEntityTest/testPrefetchEmployee()|>>,
  <<|java+class:///org/apache/cayenne/query/SelectQueryPrefetchRouterActionQualifiedEntityTest|,|java+class:///org/apache/cayenne/unit/CayenneCase|>,220,<|java+method:///org/apache/cayenne/unit/CayenneCase/getDomain()|,|java+method:///org/apache/cayenne/query/SelectQueryPrefetchRouterActionQualifiedEntityTest/testPrefetchManager()|>>,
  <<|java+class:///org/apache/cayenne/modeler/undo/CreateAttributeUndoableEdit|,|java+class:///org/apache/cayenne/modeler/undo/CayenneUndoableEdit|>,220,<|java+field:///org/apache/cayenne/modeler/undo/CayenneUndoableEdit/actionManager|,|java+method:///org/apache/cayenne/modeler/undo/CreateAttributeUndoableEdit/redo()|>>,
  <<|java+class:///org/apache/cayenne/modeler/undo/CreateAttributeUndoableEdit|,|java+class:///org/apache/cayenne/modeler/undo/CayenneUndoableEdit|>,220,<|java+field:///org/apache/cayenne/modeler/undo/CayenneUndoableEdit/actionManager|,|java+method:///org/apache/cayenne/modeler/undo/CreateAttributeUndoableEdit/undo()|>>,
  <<|java+class:///org/apache/cayenne/modeler/undo/CreateAttributeUndoableEdit|,|java+class:///org/apache/cayenne/modeler/undo/CayenneUndoableEdit|>,220,<|java+field:///org/apache/cayenne/modeler/undo/CayenneUndoableEdit/controller|,|java+method:///org/apache/cayenne/modeler/undo/CreateAttributeUndoableEdit/undo()|>>,
  <<|java+class:///org/apache/cayenne/testdo/mt/auto/_MtMeaningfulPk|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/writeProperty(java.lang.String,java.lang.Object)|,|java+method:///org/apache/cayenne/testdo/mt/auto/_MtMeaningfulPk/setPk(java.lang.String)|>>,
  <<|java+class:///org/apache/cayenne/testdo/mt/auto/_MtMeaningfulPk|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/readProperty(java.lang.String)|,|java+method:///org/apache/cayenne/testdo/mt/auto/_MtMeaningfulPk/getPk()|>>,
  <<|java+class:///org/apache/cayenne/testdo/mt/auto/_MtTable1Subclass|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/readProperty(java.lang.String)|,|java+method:///org/apache/cayenne/testdo/mt/auto/_MtTable1Subclass/getSubclassAttribute1()|>>,
  <<|java+class:///org/apache/cayenne/testdo/mt/auto/_MtTable1Subclass|,|java+class:///org/apache/cayenne/CayenneDataObject|>,220,<|java+method:///org/apache/cayenne/CayenneDataObject/writeProperty(java.lang.String,java.lang.Object)|,|java+method:///org/apache/cayenne/testdo/mt/auto/_MtTable1Subclass/setSubclassAttribute1(java.lang.String)|>>,
  <<|java+class:///org/apache/cayenne/project/validator/DomainValidatorTest|,|java+class:///org/apache/cayenne/project/validator/ValidatorTestBase|>,220,<|java+field:///org/apache/cayenne/project/validator/ValidatorTestBase/project|,|java+method:///org/apache/cayenne/project/validator/DomainValidatorTest/testValidateDomains()|>>,
  <<|java+class:///org/apache/cayenne/project/validator/DomainValidatorTest|,|java+class:///org/apache/cayenne/project/validator/ValidatorTestBase|>,220,<|java+method:///org/apache/cayenne/project/validator/ValidatorTestBase/assertValidator(int)|,|java+method:///org/apache/cayenne/project/validator/DomainValidatorTest/testValidateDomains()|>>,
  <<|java+class:///org/apache/cayenne/project/validator/DomainValidatorTest|,|java+class:///org/apache/cayenne/project/validator/ValidatorTestBase|>,220,<|java+field:///org/apache/cayenne/project/validator/ValidatorTestBase/validator|,|java+method:///org/apache/cayenne/project/validator/DomainValidatorTest/testValidateDomains()|>>,
  <<|java+class:///org/apache/cayenne/CDOReflexiveRelTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/ctxt|,|java+method:///org/apache/cayenne/CDOReflexiveRelTest/testAddDeleteNoCommit()|>>,
  <<|java+class:///org/apache/cayenne/CDOReflexiveRelTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/ctxt|,|java+method:///org/apache/cayenne/CDOReflexiveRelTest/testComplexInsertUpdateOrdering()|>>,
  <<|java+class:///org/apache/cayenne/CDOReflexiveRelTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/ctxt|,|java+method:///org/apache/cayenne/CDOReflexiveRelTest/testAddDeleteWithCommit()|>>,
  <<|java+class:///org/apache/cayenne/CDOReflexiveRelTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/ctxt|,|java+method:///org/apache/cayenne/CDOReflexiveRelTest/testCommitReplaceCommit()|>>,
  <<|java+class:///org/apache/cayenne/CDOReflexiveRelTest|,|java+class:///org/apache/cayenne/CayenneDOTestBase|>,220,<|java+field:///org/apache/cayenne/CayenneDOTestBase/ctxt|,|java+method:///org/apache/cayenne/CDOReflexiveRelTest/testReplaceDeleteNoCommit()|>>,
