[
  <<|java+class:///org/lnicholls/galleon/togo/ToGoThread|,|java+class:///java/lang/Thread|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/server/Server.java|(11293,19,<341,4>,<341,23>),|java+method:///java/lang/Thread/start()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSS/RSSFactory|,|java+class:///org/lnicholls/galleon/app/AppFactory|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(12495,43,<604,8>,<604,51>),|java+method:///org/lnicholls/galleon/app/AppFactory/getAppContext()|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(12918,26,<630,73>,<631,16>),|java+method:///com/tivo/hme/bananas/BList/get(int)|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(13134,19,<640,28>,<640,47>),|java+method:///org/lnicholls/galleon/util/NameValue/getName()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(13134,19,<640,28>,<640,47>),|java+method:///org/lnicholls/galleon/util/NameValue/getName()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(13517,26,<661,51>,<662,16>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(13517,26,<661,51>,<662,16>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(13809,19,<675,13>,<675,32>),|java+method:///org/lnicholls/galleon/util/NameValue/getName()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(13809,19,<675,13>,<675,32>),|java+method:///org/lnicholls/galleon/util/NameValue/getName()|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(13921,19,<681,4>,<681,23>),|java+method:///com/tivo/hme/bananas/BList/add(java.lang.Object)|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(14055,16,<691,8>,<691,24>),|java+method:///com/tivo/hme/bananas/BList/size()|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(14136,20,<695,42>,<695,62>),|java+method:///com/tivo/hme/bananas/BList/getFocus()|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(14122,35,<695,28>,<695,63>),|java+method:///com/tivo/hme/bananas/BList/get(int)|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(14202,20,<697,42>,<697,62>),|java+method:///com/tivo/hme/bananas/BList/getFocus()|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(14624,20,<722,26>,<722,46>),|java+method:///com/tivo/hme/bananas/BList/get(int)|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(18382,50,<938,7>,<938,57>),|java+method:///com/tivo/hme/bananas/BList/add(java.lang.Object)|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(18640,16,<958,8>,<958,24>),|java+method:///com/tivo/hme/bananas/BList/size()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSS/RSSFactory|,|java+class:///org/lnicholls/galleon/app/AppFactory|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(18745,51,<962,66>,<963,23>),|java+method:///org/lnicholls/galleon/app/AppFactory/getAppContext()|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(18924,31,<971,44>,<972,21>),|java+method:///com/tivo/hme/bananas/BList/getFocus()|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(18910,46,<971,30>,<972,22>),|java+method:///com/tivo/hme/bananas/BList/get(int)|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(20232,7,<1022,41>,<1022,48>),|java+field:///org/lnicholls/galleon/util/SharedNameValue/PRIVATE|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(20896,20,<1071,28>,<1071,48>),|java+method:///com/tivo/hme/bananas/BList/get(int)|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(22542,50,<1166,7>,<1166,57>),|java+method:///com/tivo/hme/bananas/BList/add(java.lang.Object)|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(22800,16,<1186,8>,<1186,24>),|java+method:///com/tivo/hme/bananas/BList/size()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSS/RSSFactory|,|java+class:///org/lnicholls/galleon/app/AppFactory|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(22905,51,<1190,66>,<1191,23>),|java+method:///org/lnicholls/galleon/app/AppFactory/getAppContext()|>,
  <<|java+class:///org/lnicholls/galleon/widget/DefaultList|,|java+class:///com/tivo/hme/bananas/BList|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(23963,20,<1252,28>,<1252,48>),|java+method:///com/tivo/hme/bananas/BList/get(int)|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(25237,29,<1328,42>,<1329,19>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(25237,29,<1328,42>,<1329,19>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(25356,20,<1335,21>,<1335,41>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(25356,20,<1335,21>,<1335,41>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSS/RSSFactory|,|java+class:///org/lnicholls/galleon/app/AppFactory|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(25504,26,<1343,28>,<1343,54>),|java+method:///java/lang/Object/getClass()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(25578,20,<1347,11>,<1347,31>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(25578,20,<1347,11>,<1347,31>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(25821,31,<1354,44>,<1355,21>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(25821,31,<1354,44>,<1355,21>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(26546,36,<1392,34>,<1393,26>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(26546,36,<1392,34>,<1393,26>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(26670,33,<1396,28>,<1397,23>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(26670,33,<1396,28>,<1397,23>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSS/RSSFactory|,|java+class:///org/lnicholls/galleon/app/AppFactory|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(26991,26,<1417,11>,<1417,37>),|java+method:///java/lang/Object/getClass()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(27077,20,<1421,15>,<1421,35>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(27077,20,<1421,15>,<1421,35>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(27287,20,<1432,31>,<1432,51>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(27287,20,<1432,31>,<1432,51>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(28645,22,<1519,10>,<1519,32>),|java+method:///org/lnicholls/galleon/util/SharedNameValue/getPrivacy()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(28712,6,<1520,36>,<1520,42>),|java+field:///org/lnicholls/galleon/util/SharedNameValue/PUBLIC|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(28827,19,<1527,32>,<1527,51>),|java+method:///org/lnicholls/galleon/util/NameValue/getName()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(28827,19,<1527,32>,<1527,51>),|java+method:///org/lnicholls/galleon/util/NameValue/getName()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(28942,34,<1532,27>,<1533,24>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(28942,34,<1532,27>,<1533,24>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(29059,38,<1536,32>,<1537,28>),|java+method:///org/lnicholls/galleon/util/SharedNameValue/getDescription()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(29173,19,<1540,32>,<1540,51>),|java+method:///org/lnicholls/galleon/util/SharedNameValue/getTags()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(29224,22,<1543,11>,<1543,33>),|java+method:///org/lnicholls/galleon/util/SharedNameValue/getPrivacy()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(29292,7,<1544,37>,<1544,44>),|java+field:///org/lnicholls/galleon/util/SharedNameValue/PRIVATE|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(29369,22,<1550,11>,<1550,33>),|java+method:///org/lnicholls/galleon/util/SharedNameValue/getPrivacy()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(29437,6,<1551,37>,<1551,43>),|java+field:///org/lnicholls/galleon/util/SharedNameValue/PUBLIC|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(29513,22,<1557,11>,<1557,33>),|java+method:///org/lnicholls/galleon/util/SharedNameValue/getPrivacy()|>,
  <<|java+class:///org/lnicholls/galleon/apps/rss/RSSConfiguration/SharedFeed|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/rss/RSS.java|(29581,7,<1558,37>,<1558,44>),|java+field:///org/lnicholls/galleon/util/SharedNameValue/FRIENDS|>,
  <<|java+class:///org/lnicholls/galleon/apps/internet/InternetConfiguration/SharedUrl|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/internet/InternetOptionsPanel.java|(5539,15,<211,17>,<211,32>),|java+method:///org/lnicholls/galleon/util/NameValue/getName()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/internet/InternetOptionsPanel.java|(5539,15,<211,17>,<211,32>),|java+method:///org/lnicholls/galleon/util/NameValue/getName()|>,
  <<|java+class:///org/lnicholls/galleon/apps/internet/InternetConfiguration/SharedUrl|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/internet/InternetOptionsPanel.java|(5575,16,<213,17>,<213,33>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/util/SharedNameValue|,|java+class:///org/lnicholls/galleon/util/NameValue|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/internet/InternetOptionsPanel.java|(5575,16,<213,17>,<213,33>),|java+method:///org/lnicholls/galleon/util/NameValue/getValue()|>,
  <<|java+class:///org/lnicholls/galleon/apps/internet/InternetConfiguration/SharedUrl|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/internet/InternetOptionsPanel.java|(5612,22,<215,17>,<215,39>),|java+method:///org/lnicholls/galleon/util/SharedNameValue/getDescription()|>,
  <<|java+class:///org/lnicholls/galleon/apps/internet/InternetConfiguration/SharedUrl|,|java+class:///org/lnicholls/galleon/util/SharedNameValue|>,210,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/internet/InternetOptionsPanel.java|(7657,7,<315,37>,<315,44>),|java+field:///org/lnicholls/galleon/util/SharedNameValue/PRIVATE|>,
  <<|java+class:///org/lnicholls/galleon/gui/OptionsTable|,|java+class:///javax/swing/JPanel|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/apps/musicOrganizer/MusicOrganizerOptionsPanel.java|(9010,72,<421,8>,<421,80>),|java+method:///javax/swing/JComponent/setTransferHandler(javax.swing.TransferHandler)|>,
  <<|java+interface:///org/lnicholls/galleon/downloads/DataWritingListener|,|java+interface:///java/util/EventListener|>,211,|project://galleon-2.3.0/src/org/lnicholls/galleon/downloads/Downloader.java|(2929,14,<257,15>,<257,29>),|java+method:///java/lang/Object/toString()|>,
