[
  <<|java+class:///net/suberic/pooka/resource/FileResourceManager|,|java+class:///net/suberic/pooka/resource/ResourceManager|>,220,<|java+method:///net/suberic/pooka/resource/ResourceManager/translateName(java.lang.String)|,|java+method:///net/suberic/pooka/resource/FileResourceManager/translateName(java.lang.String)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/BooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/BooleanEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/BooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/BooleanEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/BooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/BooleanEditorPane/setValue()|>>,
  <<|java+class:///net/suberic/util/gui/propedit/BooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/configureBasic(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|,|java+method:///net/suberic/util/gui/propedit/BooleanEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/BooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/manager|,|java+method:///net/suberic/util/gui/propedit/BooleanEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/BooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/debug|,|java+method:///net/suberic/util/gui/propedit/BooleanEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/BooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/editorTemplate|,|java+method:///net/suberic/util/gui/propedit/BooleanEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/BooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/originalValue|,|java+method:///net/suberic/util/gui/propedit/BooleanEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/BooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+field:///net/suberic/util/gui/propedit/SwingPropertyEditor/property|,|java+method:///net/suberic/util/gui/propedit/BooleanEditorPane/configureEditor(java.lang.String,java.lang.String,java.lang.String,net.suberic.util.gui.propedit.PropertyEditorManager)|>>,
  <<|java+class:///net/suberic/util/gui/propedit/BooleanEditorPane|,|java+class:///net/suberic/util/gui/propedit/SwingPropertyEditor|>,220,<|java+method:///net/suberic/util/gui/propedit/SwingPropertyEditor/isEditorEnabled()|,|java+method:///net/suberic/util/gui/propedit/BooleanEditorPane/updateEditorEnabled()|>>,
  <<|java+class:///net/suberic/pooka/gui/FolderMenu|,|java+class:///net/suberic/util/gui/ConfigurableMenu|>,220,<|java+method:///net/suberic/util/gui/ConfigurableMenu/getAction(java.lang.String)|,|java+method:///net/suberic/pooka/gui/FolderMenu/setActiveSubMenuItems(javax.swing.JMenu)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getUIDValidity()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/writeTo(java.io.OutputStream,java.lang.String%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getUID()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/writeTo(java.io.OutputStream,java.lang.String%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getUIDValidity()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/getDataHandler()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getUID()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/getDataHandler()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getParent()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/getCacheHeadersOnly()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getUIDValidity()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/getHeaders()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getUID()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/getHeaders()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getUID()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/getSize()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getUIDValidity()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/setFlags(javax.mail.Flags,boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getUID()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/setFlags(javax.mail.Flags,boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getParent()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/getCache()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getUIDValidity()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/getFlags()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingMimeMessage|,|java+class:///net/suberic/pooka/UIDMimeMessage|>,220,<|java+method:///net/suberic/pooka/UIDMimeMessage/getUID()|,|java+method:///net/suberic/pooka/cache/CachingMimeMessage/getFlags()|>>,
  <<|java+class:///net/suberic/pooka/gui/WindowMenu|,|java+class:///net/suberic/util/gui/ConfigurableMenu|>,220,<|java+method:///net/suberic/util/gui/ConfigurableMenu/configureComponent(java.lang.String,net.suberic.util.VariableBundle)|,|java+method:///net/suberic/pooka/gui/WindowMenu/configureComponent(java.lang.String,net.suberic.util.VariableBundle)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/messageCount|,|java+method:///net/suberic/pooka/VirtualFolderInfo/resetMessageCounts()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/messageToInfoTable|,|java+method:///net/suberic/pooka/VirtualFolderInfo/resetMessageCounts()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/unreadCount|,|java+method:///net/suberic/pooka/VirtualFolderInfo/resetMessageCounts()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderThread()|,|java+method:///net/suberic/pooka/VirtualFolderInfo/expunge()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/expunge()|,|java+method:///net/suberic/pooka/VirtualFolderInfo/expunge()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/addMessageChangedListener(javax.mail.event.MessageChangedListener)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/addToListeners(net.suberic.pooka.gui.FolderDisplayUI)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/addMessageCountListener(javax.mail.event.MessageCountListener)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/addToListeners(net.suberic.pooka.gui.FolderDisplayUI)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/createFilters()|,|java+constructor:///net/suberic/pooka/VirtualFolderInfo/VirtualFolderInfo(net.suberic.pooka.MessageInfo%5B%5D,net.suberic.pooka.FolderInfo%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/setNotifyNewMessagesNode(boolean)|,|java+constructor:///net/suberic/pooka/VirtualFolderInfo/VirtualFolderInfo(net.suberic.pooka.MessageInfo%5B%5D,net.suberic.pooka.FolderInfo%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/resetDefaultActions()|,|java+constructor:///net/suberic/pooka/VirtualFolderInfo/VirtualFolderInfo(net.suberic.pooka.MessageInfo%5B%5D,net.suberic.pooka.FolderInfo%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/setNotifyNewMessagesMain(boolean)|,|java+constructor:///net/suberic/pooka/VirtualFolderInfo/VirtualFolderInfo(net.suberic.pooka.MessageInfo%5B%5D,net.suberic.pooka.FolderInfo%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/CONNECTED|,|java+constructor:///net/suberic/pooka/VirtualFolderInfo/VirtualFolderInfo(net.suberic.pooka.MessageInfo%5B%5D,net.suberic.pooka.FolderInfo%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/setStatus(int)|,|java+constructor:///net/suberic/pooka/VirtualFolderInfo/VirtualFolderInfo(net.suberic.pooka.MessageInfo%5B%5D,net.suberic.pooka.FolderInfo%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderTableModel()|,|java+method:///net/suberic/pooka/VirtualFolderInfo/search(javax.mail.search.SearchTerm)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/setFolderDisplayUI(net.suberic.pooka.gui.FolderDisplayUI)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/setFolderDisplayUI(net.suberic.pooka.gui.FolderDisplayUI)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/fireMessageChangedEvent(javax.mail.event.MessageChangedEvent)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/runMessageChanged(javax.mail.event.MessageChangedEvent)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/removeMessageChangedListener(javax.mail.event.MessageChangedListener)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/removeFromListeners(net.suberic.pooka.gui.FolderDisplayUI)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/removeMessageCountListener(javax.mail.event.MessageCountListener)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/removeFromListeners(net.suberic.pooka.gui.FolderDisplayUI)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/removeMessageChangedListener(javax.mail.event.MessageChangedListener)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/dispose()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/removeMessageCountListener(javax.mail.event.MessageCountListener)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/dispose()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderThread()|,|java+method:///net/suberic/pooka/VirtualFolderInfo/setFlags(net.suberic.pooka.MessageInfo%5B%5D,javax.mail.Flags,boolean)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/setFlags(net.suberic.pooka.MessageInfo%5B%5D,javax.mail.Flags,boolean)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/setFlags(net.suberic.pooka.MessageInfo%5B%5D,javax.mail.Flags,boolean)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/addMessageChangedListener(javax.mail.event.MessageChangedListener)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/initializeFolderInfo()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/addMessageCountListener(javax.mail.event.MessageCountListener)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/initializeFolderInfo()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderThread()|,|java+method:///net/suberic/pooka/VirtualFolderInfo/copyMessages(net.suberic.pooka.MessageInfo%5B%5D,net.suberic.pooka.FolderInfo)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/copyMessages(net.suberic.pooka.MessageInfo%5B%5D,net.suberic.pooka.FolderInfo)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/copyMessages(net.suberic.pooka.MessageInfo%5B%5D,net.suberic.pooka.FolderInfo)|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/createColumnInformation()|,|java+method:///net/suberic/pooka/VirtualFolderInfo/loadAllMessages()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getColumnNames()|,|java+method:///net/suberic/pooka/VirtualFolderInfo/loadAllMessages()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/messageToInfoTable|,|java+method:///net/suberic/pooka/VirtualFolderInfo/loadAllMessages()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getColumnSizes()|,|java+method:///net/suberic/pooka/VirtualFolderInfo/loadAllMessages()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/setFolderTableModel(net.suberic.pooka.gui.FolderTableModel)|,|java+method:///net/suberic/pooka/VirtualFolderInfo/loadAllMessages()|>>,
  <<|java+class:///net/suberic/pooka/VirtualFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/folderTableModel|,|java+method:///net/suberic/pooka/VirtualFolderInfo/loadAllMessages()|>>,
