[
  <<|java+class:///org/exolab/jms/message/TextMessageConverter|,|java+class:///org/exolab/jms/message/AbstractMessageConverter|>,220,<|java+method:///org/exolab/jms/message/AbstractMessageConverter/populate(javax.jms.Message,javax.jms.Message)|,|java+method:///org/exolab/jms/message/TextMessageConverter/populate(javax.jms.Message,javax.jms.Message)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/TopicDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/getConsumerArray()|,|java+method:///org/exolab/jms/messagemgr/TopicDestinationCache/persistentMessageAdded(org.exolab.jms.client.JmsDestination,org.exolab.jms.message.MessageImpl)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/TopicDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/getMessageCache()|,|java+method:///org/exolab/jms/messagemgr/TopicDestinationCache/persistentMessageAdded(org.exolab.jms.client.JmsDestination,org.exolab.jms.message.MessageImpl)|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OnlineConnection|,|java+class:///org/exolab/jms/tools/admin/AbstractAdminConnection|>,220,<|java+field:///org/exolab/jms/tools/admin/AbstractAdminConnection/_instance|,|java+constructor:///org/exolab/jms/tools/admin/OnlineConnection/OnlineConnection(java.lang.String,java.lang.String,org.exolab.jms.config.Configuration)|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OnlineConnection|,|java+class:///org/exolab/jms/tools/admin/AbstractAdminConnection|>,220,<|java+field:///org/exolab/jms/tools/admin/AbstractAdminConnection/_instance|,|java+constructor:///org/exolab/jms/tools/admin/OnlineConnection/OnlineConnection(java.awt.Component,org.exolab.jms.config.Configuration)|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OnlineConnection|,|java+class:///org/exolab/jms/tools/admin/AbstractAdminConnection|>,220,<|java+field:///org/exolab/jms/tools/admin/AbstractAdminConnection/_instance|,|java+method:///org/exolab/jms/tools/admin/OnlineConnection/stopServer()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OnlineConnection|,|java+class:///org/exolab/jms/tools/admin/AbstractAdminConnection|>,220,<|java+field:///org/exolab/jms/tools/admin/AbstractAdminConnection/_instance|,|java+method:///org/exolab/jms/tools/admin/OnlineConnection/close()|>>,
  <<|java+class:///org/exolab/jms/client/JmsTopicSubscriber|,|java+class:///org/exolab/jms/client/JmsMessageConsumer|>,220,<|java+method:///org/exolab/jms/client/JmsMessageConsumer/getDestination()|,|java+method:///org/exolab/jms/client/JmsTopicSubscriber/getTopic()|>>,
  <<|java+class:///org/exolab/jms/net/tcp/TCPSRequestInfo|,|java+class:///org/exolab/jms/net/socket/SocketRequestInfo|>,220,<|java+method:///org/exolab/jms/net/socket/SocketRequestInfo/export(org.exolab.jms.net.util.Properties)|,|java+method:///org/exolab/jms/net/tcp/TCPSRequestInfo/export(org.exolab.jms.net.util.Properties)|>>,
  <<|java+class:///org/exolab/jms/net/tcp/TCPSRequestInfo|,|java+class:///org/exolab/jms/net/socket/SocketRequestInfo|>,220,<|java+method:///org/exolab/jms/net/socket/SocketRequestInfo/equals(java.lang.Object)|,|java+method:///org/exolab/jms/net/tcp/TCPSRequestInfo/equals(java.lang.Object)|>>,
  <<|java+class:///org/exolab/jms/net/tcp/TCPSRequestInfo|,|java+class:///org/exolab/jms/net/socket/SocketRequestInfo|>,220,<|java+method:///org/exolab/jms/net/socket/SocketRequestInfo/equals(java.lang.Object,java.lang.Object)|,|java+method:///org/exolab/jms/net/tcp/TCPSRequestInfo/equals(java.lang.Object)|>>,
  <<|java+class:///org/exolab/jms/server/net/RemoteServerConnectionFactory|,|java+class:///org/exolab/jms/net/orb/UnicastObject|>,220,<|java+method:///org/exolab/jms/net/orb/UnicastObject/getProxy()|,|java+method:///org/exolab/jms/server/net/RemoteServerConnectionFactory/createConnection(java.lang.String,java.lang.String,java.lang.String)|>>,
  <<|java+class:///org/exolab/jms/server/net/RemoteServerConnectionFactory|,|java+class:///org/exolab/jms/net/orb/UnicastObject|>,220,<|java+method:///org/exolab/jms/net/orb/UnicastObject/getORB()|,|java+method:///org/exolab/jms/server/net/RemoteServerConnectionFactory/createConnection(java.lang.String,java.lang.String,java.lang.String)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/CachedMessageRef|,|java+class:///org/exolab/jms/messagemgr/AbstractMessageRef|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractMessageRef/setDestroyed()|,|java+method:///org/exolab/jms/messagemgr/CachedMessageRef/destroy()|>>,
  <<|java+class:///org/exolab/jms/messagemgr/CachedMessageRef|,|java+class:///org/exolab/jms/messagemgr/AbstractMessageRef|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractMessageRef/isDestroyed()|,|java+method:///org/exolab/jms/messagemgr/CachedMessageRef/destroy()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/CallbackTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getORB()|,|java+method:///org/exolab/jms/net/invoke/CallbackTestCase/setUp()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/CallbackTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/setUp()|,|java+method:///org/exolab/jms/net/invoke/CallbackTestCase/setUp()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/CallbackTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getConnectionProperties()|,|java+method:///org/exolab/jms/net/invoke/CallbackTestCase/testCallback()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/CallbackTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getServerURI()|,|java+method:///org/exolab/jms/net/invoke/CallbackTestCase/testCallback()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/CallbackTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getClientORB()|,|java+method:///org/exolab/jms/net/invoke/CallbackTestCase/testCallback()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/CallbackTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getConnectionProperties()|,|java+method:///org/exolab/jms/net/invoke/CallbackTestCase/testRecursion()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/CallbackTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getServerURI()|,|java+method:///org/exolab/jms/net/invoke/CallbackTestCase/testRecursion()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/CallbackTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getClientORB()|,|java+method:///org/exolab/jms/net/invoke/CallbackTestCase/testRecursion()|>>,
  <<|java+class:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase|,|java+class:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase|>,220,<|java+method:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase/createAcceptor(java.security.Principal%5B%5D,org.exolab.jms.net.connector.ConnectionRequestInfo)|,|java+method:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase/testBindSingle()|>>,
  <<|java+class:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase|,|java+class:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase|>,220,<|java+method:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase/createConnection(java.security.Principal,org.exolab.jms.net.connector.ConnectionRequestInfo)|,|java+method:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase/testBindSingle()|>>,
  <<|java+class:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase|,|java+class:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase|>,220,<|java+method:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase/createAcceptor(java.security.Principal%5B%5D,org.exolab.jms.net.connector.ConnectionRequestInfo)|,|java+method:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase/testMatchManagedConnectionsWithAlternativeURI()|>>,
  <<|java+class:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase|,|java+class:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase|>,220,<|java+method:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase/getManagedConnectionFactory()|,|java+method:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase/testMatchManagedConnectionsWithAlternativeURI()|>>,
  <<|java+class:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase|,|java+class:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase|>,220,<|java+method:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase/createConnection(java.security.Principal,org.exolab.jms.net.connector.ConnectionRequestInfo)|,|java+method:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase/testMatchManagedConnectionsWithAlternativeURI()|>>,
  <<|java+class:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase|,|java+class:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase|>,220,<|java+method:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase/createAcceptor(java.security.Principal%5B%5D,org.exolab.jms.net.connector.ConnectionRequestInfo)|,|java+method:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase/checkAlternativeURI(org.exolab.jms.net.uri.URI,java.lang.String)|>>,
  <<|java+class:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase|,|java+class:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase|>,220,<|java+method:///org/exolab/jms/net/connector/ManagedConnectionFactoryTestCase/createConnection(java.security.Principal,org.exolab.jms.net.connector.ConnectionRequestInfo)|,|java+method:///org/exolab/jms/net/socket/SocketManagedConnectionFactoryTestCase/checkAlternativeURI(org.exolab.jms.net.uri.URI,java.lang.String)|>>,
  <<|java+class:///org/exolab/jms/tranlog/DataTransactionLogEntry|,|java+class:///org/exolab/jms/tranlog/BaseTransactionLogEntry|>,220,<|java+method:///org/exolab/jms/tranlog/BaseTransactionLogEntry/writeExternal(java.io.ObjectOutput)|,|java+method:///org/exolab/jms/tranlog/DataTransactionLogEntry/writeExternal(java.io.ObjectOutput)|>>,
  <<|java+class:///org/exolab/jms/tranlog/DataTransactionLogEntry|,|java+class:///org/exolab/jms/tranlog/BaseTransactionLogEntry|>,220,<|java+method:///org/exolab/jms/tranlog/BaseTransactionLogEntry/readExternal(java.io.ObjectInput)|,|java+method:///org/exolab/jms/tranlog/DataTransactionLogEntry/readExternal(java.io.ObjectInput)|>>,
  <<|java+class:///org/exolab/jms/selector/And|,|java+class:///org/exolab/jms/selector/BinaryOperator|>,220,<|java+method:///org/exolab/jms/selector/BinaryOperator/right()|,|java+method:///org/exolab/jms/selector/And/evaluate(javax.jms.Message)|>>,
  <<|java+class:///org/exolab/jms/selector/And|,|java+class:///org/exolab/jms/selector/BinaryOperator|>,220,<|java+method:///org/exolab/jms/selector/BinaryOperator/left()|,|java+method:///org/exolab/jms/selector/And/evaluate(javax.jms.Message)|>>,
  <<|java+class:///org/exolab/jms/tools/admin/ChangePasswordDialog|,|java+class:///org/exolab/jms/tools/admin/BaseDialog|>,220,<|java+field:///org/exolab/jms/tools/admin/BaseDialog/CONFIRMED|,|java+method:///org/exolab/jms/tools/admin/ChangePasswordDialog/confirm()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/ChangePasswordDialog|,|java+class:///org/exolab/jms/tools/admin/BaseDialog|>,220,<|java+field:///org/exolab/jms/tools/admin/BaseDialog/status_|,|java+method:///org/exolab/jms/tools/admin/ChangePasswordDialog/confirm()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/ChangePasswordDialog|,|java+class:///org/exolab/jms/tools/admin/BaseDialog|>,220,<|java+field:///org/exolab/jms/tools/admin/BaseDialog/displayText|,|java+method:///org/exolab/jms/tools/admin/ChangePasswordDialog/displayChangePassword(java.lang.String)|>>,
  <<|java+class:///org/exolab/jms/tools/admin/ChangePasswordDialog|,|java+class:///org/exolab/jms/tools/admin/BaseDialog|>,220,<|java+field:///org/exolab/jms/tools/admin/BaseDialog/CANCELED|,|java+method:///org/exolab/jms/tools/admin/ChangePasswordDialog/displayChangePassword(java.lang.String)|>>,
  <<|java+class:///org/exolab/jms/tools/admin/ChangePasswordDialog|,|java+class:///org/exolab/jms/tools/admin/BaseDialog|>,220,<|java+field:///org/exolab/jms/tools/admin/BaseDialog/status_|,|java+method:///org/exolab/jms/tools/admin/ChangePasswordDialog/displayChangePassword(java.lang.String)|>>,
  <<|java+class:///org/exolab/jms/tools/admin/ChangePasswordDialog|,|java+class:///org/exolab/jms/tools/admin/BaseDialog|>,220,<|java+field:///org/exolab/jms/tools/admin/BaseDialog/displayText|,|java+method:///org/exolab/jms/tools/admin/ChangePasswordDialog/initComponents()|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OfflineConnection|,|java+class:///org/exolab/jms/tools/admin/AbstractAdminConnection|>,220,<|java+field:///org/exolab/jms/tools/admin/AbstractAdminConnection/_instance|,|java+constructor:///org/exolab/jms/tools/admin/OfflineConnection/OfflineConnection(java.awt.Component,org.exolab.jms.config.Configuration)|>>,
  <<|java+class:///org/exolab/jms/tools/admin/OfflineConnection|,|java+class:///org/exolab/jms/tools/admin/AbstractAdminConnection|>,220,<|java+field:///org/exolab/jms/tools/admin/AbstractAdminConnection/_instance|,|java+method:///org/exolab/jms/tools/admin/OfflineConnection/close()|>>,
  <<|java+class:///org/exolab/jms/server/net/RMIConnectorCfg|,|java+class:///org/exolab/jms/server/net/AbstractConnectorCfg|>,220,<|java+method:///org/exolab/jms/server/net/AbstractConnectorCfg/getConfiguration()|,|java+method:///org/exolab/jms/server/net/RMIConnectorCfg/populateAcceptProperties(org.exolab.jms.net.util.Properties)|>>,
  <<|java+class:///org/exolab/jms/server/net/RMIConnectorCfg|,|java+class:///org/exolab/jms/server/net/AbstractConnectorCfg|>,220,<|java+method:///org/exolab/jms/server/net/AbstractConnectorCfg/getExportURI()|,|java+method:///org/exolab/jms/server/net/RMIConnectorCfg/populateAcceptProperties(org.exolab.jms.net.util.Properties)|>>,
  <<|java+class:///org/exolab/jms/server/net/RMIConnectorCfg|,|java+class:///org/exolab/jms/server/net/AbstractConnectorCfg|>,220,<|java+method:///org/exolab/jms/server/net/AbstractConnectorCfg/getURI(java.lang.String)|,|java+method:///org/exolab/jms/server/net/RMIConnectorCfg/populateAcceptProperties(org.exolab.jms.net.util.Properties)|>>,
  <<|java+class:///org/exolab/jms/selector/InExpression|,|java+class:///org/exolab/jms/selector/IdentifierExpression|>,220,<|java+method:///org/exolab/jms/selector/IdentifierExpression/identifier()|,|java+method:///org/exolab/jms/selector/InExpression/evaluate(javax.jms.Message)|>>,
  <<|java+class:///org/exolab/jms/selector/InExpression|,|java+class:///org/exolab/jms/selector/IdentifierExpression|>,220,<|java+method:///org/exolab/jms/selector/IdentifierExpression/identifier()|,|java+method:///org/exolab/jms/selector/InExpression/toString()|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/messageExpired(org.exolab.jms.messagemgr.MessageRef)|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/persistentMessageExpired(org.exolab.jms.messagemgr.MessageRef)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/getMessageCache()|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/messageAdded(org.exolab.jms.client.JmsDestination,org.exolab.jms.message.MessageImpl)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/getDestination()|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/hasConsumers()|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/hasConsumers()|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/hasConsumers()|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/getDestination()|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/canDestroy()|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/getMessageCache()|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/persistentMessageAdded(org.exolab.jms.client.JmsDestination,org.exolab.jms.message.MessageImpl)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/destroy()|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/destroy()|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/getDestination()|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/init()|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/checkMessageExpiry(org.exolab.jms.messagemgr.MessageRef,long)|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/init()|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/getMessageCache()|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/init()|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/getConsumerArray()|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/getConsumerForMessage(org.exolab.jms.message.MessageImpl)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/messageExpired(org.exolab.jms.messagemgr.MessageRef)|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/messageExpired(org.exolab.jms.messagemgr.MessageRef)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/checkMessageExpiry(org.exolab.jms.messagemgr.MessageRef,org.exolab.jms.message.MessageImpl)|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/addMessage(org.exolab.jms.messagemgr.MessageRef,org.exolab.jms.message.MessageImpl,org.exolab.jms.messagemgr.MessageHandle)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/QueueDestinationCache|,|java+class:///org/exolab/jms/messagemgr/AbstractDestinationCache|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractDestinationCache/addMessage(org.exolab.jms.messagemgr.MessageRef,org.exolab.jms.message.MessageImpl)|,|java+method:///org/exolab/jms/messagemgr/QueueDestinationCache/addMessage(org.exolab.jms.messagemgr.MessageRef,org.exolab.jms.message.MessageImpl,org.exolab.jms.messagemgr.MessageHandle)|>>,
  <<|java+class:///org/exolab/jms/message/MapMessageConverter|,|java+class:///org/exolab/jms/message/AbstractMessageConverter|>,220,<|java+method:///org/exolab/jms/message/AbstractMessageConverter/populate(javax.jms.Message,javax.jms.Message)|,|java+method:///org/exolab/jms/message/MapMessageConverter/populate(javax.jms.Message,javax.jms.Message)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/DurableConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint/setSelector(java.lang.String)|,|java+method:///org/exolab/jms/messagemgr/DurableConsumerEndpoint/deactivate()|>>,
  <<|java+class:///org/exolab/jms/messagemgr/DurableConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint/setConnectionId(long)|,|java+method:///org/exolab/jms/messagemgr/DurableConsumerEndpoint/deactivate()|>>,
  <<|java+class:///org/exolab/jms/messagemgr/DurableConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint/setSelector(java.lang.String)|,|java+method:///org/exolab/jms/messagemgr/DurableConsumerEndpoint/activate(long,java.lang.String,boolean)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/DurableConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractConsumerEndpoint/setNoLocal(boolean)|,|java+method:///org/exolab/jms/messagemgr/DurableConsumerEndpoint/activate(long,java.lang.String,boolean)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/DurableConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint/setConnectionId(long)|,|java+method:///org/exolab/jms/messagemgr/DurableConsumerEndpoint/activate(long,java.lang.String,boolean)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/DurableConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint/addMessage(org.exolab.jms.messagemgr.MessageHandle)|,|java+constructor:///org/exolab/jms/messagemgr/DurableConsumerEndpoint/DurableConsumerEndpoint(long,org.exolab.jms.client.JmsTopic,java.lang.String,org.exolab.jms.messagemgr.DestinationManager)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/DurableConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint/init()|,|java+constructor:///org/exolab/jms/messagemgr/DurableConsumerEndpoint/DurableConsumerEndpoint(long,org.exolab.jms.client.JmsTopic,java.lang.String,org.exolab.jms.messagemgr.DestinationManager)|>>,
  <<|java+class:///org/exolab/jms/messagemgr/DurableConsumerEndpoint|,|java+class:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint|>,220,<|java+method:///org/exolab/jms/messagemgr/AbstractTopicConsumerEndpoint/getDestinationManager()|,|java+constructor:///org/exolab/jms/messagemgr/DurableConsumerEndpoint/DurableConsumerEndpoint(long,org.exolab.jms.client.JmsTopic,java.lang.String,org.exolab.jms.messagemgr.DestinationManager)|>>,
  <<|java+class:///org/exolab/jms/net/invoke/DisconnectionTestCase/CallbackServer|,|java+class:///org/exolab/jms/net/CallbackServiceImpl|>,220,<|java+method:///org/exolab/jms/net/CallbackServiceImpl/addCallback(org.exolab.jms.net.Callback)|,|java+method:///org/exolab/jms/net/invoke/DisconnectionTestCase/CallbackServer/addCallback(org.exolab.jms.net.Callback)|>>,
  <<|java+class:///org/exolab/jms/net/invoke/DisconnectionTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getConnectionProperties()|,|java+method:///org/exolab/jms/net/invoke/DisconnectionTestCase/testClientDisconnect()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/DisconnectionTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getORB()|,|java+method:///org/exolab/jms/net/invoke/DisconnectionTestCase/testClientDisconnect()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/DisconnectionTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getServerURI()|,|java+method:///org/exolab/jms/net/invoke/DisconnectionTestCase/testClientDisconnect()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/DisconnectionTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getClientORB()|,|java+method:///org/exolab/jms/net/invoke/DisconnectionTestCase/testClientDisconnect()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/DisconnectionTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getORB()|,|java+method:///org/exolab/jms/net/invoke/DisconnectionTestCase/testServerDisconnect()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/DisconnectionTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getClientORB()|,|java+method:///org/exolab/jms/net/invoke/DisconnectionTestCase/testServerDisconnect()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/DisconnectionTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getRegistry()|,|java+method:///org/exolab/jms/net/invoke/DisconnectionTestCase/testServerDisconnect()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/DisconnectionTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getServerURI()|,|java+method:///org/exolab/jms/net/invoke/DisconnectionTestCase/testServerDisconnect()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/DisconnectionTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getORB()|,|java+method:///org/exolab/jms/net/invoke/DisconnectionTestCase/testInactive()|>>,
  <<|java+class:///org/exolab/jms/net/invoke/DisconnectionTestCase|,|java+class:///org/exolab/jms/net/invoke/ORBTestCase|>,220,<|java+method:///org/exolab/jms/net/invoke/ORBTestCase/getClientORB()|,|java+method:///org/exolab/jms/net/invoke/DisconnectionTestCase/testInactive()|>>,
