[
  <<|java+class:///ChallengeHandler|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/org/webengruven/webmail/plugins/ChallengeHandler.java|(1623,49,<47,8>,<47,57>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/ToplevelURLHandler.java|(3330,15,<103,4>,<103,19>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/server/ToplevelURLHandler.java|(4051,193,<125,5>,<127,81>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/ToplevelURLHandler.java|(4285,20,<129,11>,<129,31>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/ToplevelURLHandler.java|(4335,23,<131,25>,<131,48>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/server/ToplevelURLHandler.java|(4400,134,<133,5>,<133,139>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/server/ToplevelURLHandler.java|(2728,97,<89,12>,<89,109>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/org/bulbul/webmail/util/TranscodeUtil.java|(2020,23,<56,32>,<56,55>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/org/bulbul/webmail/util/TranscodeUtil.java|(2133,31,<61,6>,<61,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/org/bulbul/webmail/util/TranscodeUtil.java|(2329,33,<67,5>,<67,38>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/org/bulbul/webmail/util/TranscodeUtil.java|(2366,32,<67,42>,<67,74>)>,
  <<|java+interface:///javax/servlet/http/HttpServletRequest|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(3466,43,<118,44>,<118,87>)>,
  <<|java+interface:///javax/servlet/http/HttpSession|,|java+class:///java/lang/Object|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(3513,31,<119,2>,<119,33>)>,
  <<|java+interface:///javax/servlet/http/HttpSession|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(3562,36,<120,16>,<120,52>)>,
  <<|java+class:///java/net/InetAddress|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(4046,17,<137,17>,<137,34>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(5314,32,<169,4>,<169,36>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(5439,26,<172,12>,<172,38>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(5472,48,<173,5>,<173,53>)>,
  <<|java+interface:///javax/servlet/http/HttpSession|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(6261,36,<208,14>,<208,50>)>,
  <<|java+class:///javax/mail/internet/MimeMessage|,|java+class:///javax/mail/Message|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(10579,20,<348,47>,<348,67>)>,
  <<|java+class:///javax/mail/internet/MimeMessage|,|java+class:///javax/mail/Message|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(12499,21,<386,6>,<386,27>)>,
  <<|java+class:///javax/mail/internet/MimeMessage|,|java+class:///javax/mail/Message|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(12700,21,<391,16>,<391,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(13139,18,<405,24>,<405,42>)>,
  <<|java+class:///javax/mail/internet/MimeMessage|,|java+class:///javax/mail/Message|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(17133,38,<514,19>,<514,57>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(18728,18,<551,28>,<551,46>)>,
  <<|java+class:///javax/mail/internet/MimeMessage|,|java+interface:///javax/mail/Part|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(20229,41,<587,6>,<587,47>)>,
  <<|java+class:///net/wastl/webmail/xml/XMLMessage|,|java+class:///net/wastl/webmail/xml/XMLMessagePart|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(20229,41,<587,6>,<587,47>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(22878,28,<644,14>,<644,42>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(23064,27,<648,46>,<648,73>)>,
  <<|java+class:///javax/mail/internet/MimeBodyPart|,|java+interface:///javax/mail/Part|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(25678,15,<721,23>,<721,38>)>,
  <<|java+class:///java/io/BufferedInputStream|,|java+class:///java/io/InputStream|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(25798,30,<725,6>,<725,36>)>,
  <<|java+class:///java/io/ByteArrayInputStream|,|java+class:///java/io/InputStream|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(25913,62,<727,28>,<727,90>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(26781,36,<753,6>,<753,42>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(28349,26,<790,16>,<790,42>)>,
  <<|java+class:///javax/mail/internet/MimeMultipart|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(29218,29,<814,18>,<814,47>)>,
  <<|java+class:///javax/mail/BodyPart|,|java+interface:///javax/mail/Part|>,202,|java+variable:///net/wastl/webmail/server/WebMailSession/parseMIMEContent(javax.mail.Part,net.wastl.webmail.xml.XMLMessagePart,java.lang.String)/scope(0)/scope(0)/scope(2)/scope(0)/scope(0)/p2|>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(31698,47,<880,11>,<880,58>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(31754,48,<881,4>,<881,52>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(31811,21,<882,5>,<882,26>)>,
  <<|java+class:///javax/mail/BodyPart|,|java+interface:///javax/mail/Part|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(32143,52,<893,6>,<893,58>)>,
  <<|java+class:///javax/mail/internet/MimeMultipart|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(32505,29,<902,18>,<902,47>)>,
  <<|java+class:///javax/mail/BodyPart|,|java+interface:///javax/mail/Part|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(32578,49,<904,6>,<904,55>)>,
  <<|java+class:///javax/mail/internet/MimeBodyPart|,|java+interface:///javax/mail/Part|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(33442,15,<926,23>,<926,38>)>,
  <<|java+class:///java/io/BufferedInputStream|,|java+class:///java/io/InputStream|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(33645,30,<931,6>,<931,36>)>,
  <<|java+class:///java/io/ByteArrayInputStream|,|java+class:///java/io/InputStream|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(33738,42,<933,6>,<933,48>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(34135,15,<947,21>,<947,36>)>,
  <<|java+class:///java/lang/Exception|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(34458,21,<959,3>,<959,24>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(35997,38,<999,23>,<999,61>)>,
  <<|java+class:///net/wastl/webmail/misc/ByteStore|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(35986,49,<999,12>,<999,61>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(36330,26,<1012,16>,<1012,42>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(37112,26,<1043,31>,<1043,57>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(37086,53,<1043,5>,<1043,58>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(37509,26,<1058,16>,<1058,42>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(37614,27,<1060,23>,<1060,50>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(38723,26,<1093,51>,<1093,77>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(38700,50,<1093,28>,<1093,78>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(38689,61,<1093,17>,<1093,78>)>,
  <<|java+class:///net/wastl/webmail/misc/ByteStore|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(38689,61,<1093,17>,<1093,78>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(40002,41,<1129,1>,<1129,42>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(40190,26,<1134,51>,<1134,77>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(40167,50,<1134,28>,<1134,78>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(40156,61,<1134,17>,<1134,78>)>,
  <<|java+class:///net/wastl/webmail/misc/ByteStore|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(40156,61,<1134,17>,<1134,78>)>,
  <<|java+class:///net/wastl/webmail/xml/XMLMessagePart|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(40379,34,<1141,24>,<1141,58>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(40471,41,<1143,8>,<1143,49>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(42122,26,<1190,18>,<1190,44>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(44980,23,<1281,16>,<1281,39>)>,
  <<|java+class:///javax/mail/Folder|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(44972,31,<1281,8>,<1281,39>)>,
  <<|java+class:///javax/mail/URLName|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(45481,28,<1294,13>,<1294,41>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(47415,35,<1354,2>,<1354,37>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(48409,34,<1392,1>,<1392,35>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(48954,31,<1413,15>,<1413,46>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(51192,70,<1479,4>,<1479,74>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(51830,35,<1497,2>,<1497,37>)>,
  <<|java+class:///javax/mail/Folder|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(52959,15,<1541,1>,<1541,16>)>,
  <<|java+class:///javax/mail/Folder|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(53058,16,<1545,9>,<1545,25>)>,
  <<|java+class:///javax/mail/Folder|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(53187,16,<1550,6>,<1550,22>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(53428,23,<1563,17>,<1563,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(53544,23,<1568,17>,<1568,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(53590,16,<1569,21>,<1569,37>)>,
  <<|java+class:///javax/mail/Store|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(53583,23,<1569,14>,<1569,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(53896,19,<1576,5>,<1576,24>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(54045,29,<1583,27>,<1583,56>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(54098,21,<1584,20>,<1584,41>)>,
  <<|java+class:///javax/mail/Folder|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(54090,29,<1584,12>,<1584,41>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(54683,29,<1598,17>,<1598,46>)>,
  <<|java+class:///javax/mail/Store|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(54676,36,<1598,10>,<1598,46>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(55173,31,<1611,6>,<1611,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(55213,86,<1612,5>,<1612,91>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(56233,21,<1646,22>,<1646,43>)>,
  <<|java+class:///javax/mail/Folder|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(56225,29,<1646,14>,<1646,43>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(56328,21,<1649,20>,<1649,41>)>,
  <<|java+class:///javax/mail/Folder|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(56320,29,<1649,12>,<1649,41>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(56831,24,<1662,5>,<1662,29>)>,
  <<|java+interface:///javax/servlet/http/HttpSession|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(57557,36,<1685,4>,<1685,40>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(57710,26,<1691,2>,<1691,28>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(59656,23,<1773,14>,<1773,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(59711,31,<1774,30>,<1774,61>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(60325,26,<1801,14>,<1801,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(60946,42,<1829,41>,<1829,83>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(61107,42,<1831,48>,<1831,90>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(61665,49,<1848,8>,<1848,57>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(61898,46,<1854,15>,<1854,61>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(61996,48,<1856,15>,<1856,63>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(62098,50,<1858,15>,<1858,65>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(62204,47,<1860,15>,<1860,62>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(62333,40,<1865,8>,<1865,48>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(62866,46,<1883,3>,<1883,49>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(65147,33,<1964,17>,<1964,50>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(65569,47,<1973,16>,<1973,63>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(66404,38,<1996,5>,<1996,43>)>,
  <<|java+class:///net/wastl/webmail/xml/XMLUserData|,|java+interface:///net/wastl/webmail/server/UserData|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(66573,79,<1999,2>,<1999,81>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(68044,26,<2038,15>,<2038,41>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(68080,43,<2039,8>,<2039,51>)>,
  <<|java+class:///net/wastl/webmail/xml/XMLUserData|,|java+interface:///net/wastl/webmail/server/UserData|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/server/WebMailSession.java|(71492,4,<2151,8>,<2151,12>)>,
  <<|java+class:///java/util/SimpleTimeZone|,|java+class:///java/util/TimeZone|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPResponseHeader.java|(1060,18,<41,1>,<41,19>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPResponseHeader.java|(1490,19,<56,1>,<56,20>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPResponseHeader.java|(1599,14,<61,16>,<61,30>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPResponseHeader.java|(1591,22,<61,8>,<61,30>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPResponseHeader.java|(1666,19,<65,1>,<65,20>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPResponseHeader.java|(1904,23,<76,14>,<76,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPResponseHeader.java|(1944,14,<77,15>,<77,29>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigStore.java|(1812,16,<64,19>,<64,35>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigStore.java|(1843,49,<65,11>,<65,60>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigStore.java|(2677,25,<93,5>,<93,30>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/config/ConfigStore.java|(2768,31,<94,26>,<94,57>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(1710,25,<61,5>,<61,30>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(2122,23,<84,1>,<84,24>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(2316,19,<91,15>,<91,34>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(2345,44,<92,8>,<92,52>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(2405,26,<93,12>,<93,38>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(2557,23,<96,43>,<96,66>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(2767,20,<105,23>,<105,43>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(3035,23,<111,16>,<111,39>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(3065,44,<112,5>,<112,49>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(3295,21,<117,19>,<117,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(3324,50,<118,6>,<118,56>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(3449,32,<120,20>,<120,52>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(3490,60,<121,7>,<121,67>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(3490,60,<121,7>,<121,67>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(3663,54,<127,3>,<127,57>)>,
