[
  <<|java+class:///org/apache/xalan/templates/ElemAttribute|,|java+class:///org/apache/xalan/templates/ElemElement|>,<|project://xalan-2.7.1/src/org/apache/xalan/templates/ElemAttributeSet.java|(3549,25,<125,6>,<125,31>),|java+method:///org/apache/xalan/templates/ElemElement/execute(org.apache.xalan.transformer.TransformerImpl)|,|java+project:///|>>,
  <<|java+class:///org/apache/xalan/xsltc/dom/SAXImpl|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|project://xalan-2.7.1/src/org/apache/xalan/xsltc/dom/SAXImpl.java|(50022,22,<1524,28>,<1524,50>),|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/getNextAttribute(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/getNextAttributeIdentity(int)|>>,
  <<|java+class:///org/apache/xalan/xsltc/dom/SAXImpl|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|project://xalan-2.7.1/src/org/apache/xalan/xsltc/dom/SAXImpl.java|(50110,26,<1526,28>,<1526,54>),|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/getNextAttribute(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/getNextAttributeIdentity(int)|>>,
  <<|java+class:///org/apache/xalan/xsltc/dom/SAXImpl|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|project://xalan-2.7.1/src/org/apache/xalan/xsltc/dom/SAXImpl.java|(58274,19,<1756,36>,<1756,55>),|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/getNodeType(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/_exptype(int)|>>,
  <<|java+class:///org/apache/xalan/xsltc/dom/SAXImpl|,|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM|>,<|project://xalan-2.7.1/src/org/apache/xalan/xsltc/dom/SAXImpl.java|(58329,72,<1757,31>,<1757,103>),|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM/getAttributeNode(int,java.lang.String,java.lang.String)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/getLocalName(int)|>>,
  <<|java+class:///org/apache/xalan/templates/StylesheetComposed|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|project://xalan-2.7.1/src/org/apache/xalan/templates/Stylesheet.java|(38352,34,<1392,7>,<1392,41>),|java+method:///org/apache/xalan/templates/ElemTemplateElement/callVisitors(org.apache.xalan.templates.XSLTVisitor)|,|java+method:///org/apache/xalan/templates/Stylesheet/accept(org.apache.xalan.templates.XSLTVisitor)|>>,
  <<|java+class:///org/apache/xalan/templates/Stylesheet|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|project://xalan-2.7.1/src/org/apache/xalan/templates/Stylesheet.java|(38484,35,<1398,7>,<1398,42>),|java+method:///org/apache/xalan/templates/ElemTemplateElement/callVisitors(org.apache.xalan.templates.XSLTVisitor)|,|java+method:///org/apache/xalan/templates/Stylesheet/accept(org.apache.xalan.templates.XSLTVisitor)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemVariable|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|project://xalan-2.7.1/src/org/apache/xalan/templates/Stylesheet.java|(40263,30,<1469,10>,<1469,40>),|java+method:///org/apache/xalan/templates/ElemTemplateElement/callChildVisitors(org.apache.xalan.templates.XSLTVisitor)|,|java+method:///org/apache/xalan/templates/ElemVariable/callChildVisitors(org.apache.xalan.templates.XSLTVisitor,boolean)|>>,
  <<|java+class:///org/apache/xalan/xsltc/dom/SAXImpl|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|project://xalan-2.7.1/src/org/apache/xalan/xsltc/dom/XSLTCDTMManager.java|(17029,23,<404,20>,<404,43>),|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/getNodeName(int)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|project://xalan-2.7.1/src/org/apache/xml/dtm/ref/sax2dtm/SAX2DTM.java|(18417,18,<524,23>,<524,41>),|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_firstch(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM/nextNode()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|project://xalan-2.7.1/src/org/apache/xml/dtm/ref/sax2dtm/SAX2DTM.java|(19040,17,<550,42>,<550,59>),|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_parent(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM/nextNode()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|project://xalan-2.7.1/src/org/apache/xml/dtm/ref/sax2dtm/SAX2DTM.java|(33520,38,<1042,44>,<1042,82>),|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_exptype(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM/nextNode()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|project://xalan-2.7.1/src/org/apache/xml/dtm/ref/sax2dtm/SAX2DTM.java|(40138,38,<1236,44>,<1236,82>),|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_exptype(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM/nextNode()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|project://xalan-2.7.1/src/org/apache/xml/dtm/ref/sax2dtm/SAX2DTM.java|(41043,18,<1267,23>,<1267,41>),|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_firstch(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM/nextNode()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|project://xalan-2.7.1/src/org/apache/xml/dtm/ref/sax2dtm/SAX2DTM.java|(41666,17,<1293,42>,<1293,59>),|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_parent(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM/nextNode()|>>,
  <<|java+class:///org/apache/xpath/axes/OneStepIterator|,|java+class:///org/apache/xpath/axes/BasicTestIterator|>,<|project://xalan-2.7.1/src/org/apache/xpath/axes/OneStepIterator.java|(6587,16,<217,35>,<217,51>),|java+method:///org/apache/xpath/axes/BasicTestIterator/nextNode()|,|java+method:///org/apache/xpath/axes/ChildTestIterator/getNextNode()|>>,
  <<|java+class:///org/apache/xpath/axes/OneStepIterator|,|java+class:///org/apache/xpath/axes/BasicTestIterator|>,<|project://xalan-2.7.1/src/org/apache/xpath/axes/OneStepIterator.java|(8207,16,<276,33>,<276,49>),|java+method:///org/apache/xpath/axes/BasicTestIterator/nextNode()|,|java+method:///org/apache/xpath/axes/ChildTestIterator/getNextNode()|>>,
  <<|java+class:///org/apache/xpath/functions/FunctionDef1Arg|,|java+class:///org/apache/xpath/functions/Function|>,<|java+project:///|,|java+method:///org/apache/xpath/functions/Function/setArg(org.apache.xpath.Expression,int)|,|java+method:///org/apache/xpath/functions/FunctionDef1Arg/reportWrongNumberArgs()|>>,
  <<|java+class:///org/apache/xpath/patterns/ContextMatchStepPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/patterns/ContextMatchStepPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/AlternativePattern|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/AlternativePattern/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/ConcatCall|,|java+class:///org/apache/xalan/xsltc/compiler/FunctionCall|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/FunctionCall/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/ConcatCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/PositionCall|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/PositionCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/objects/XStringForChars|,|java+class:///org/apache/xpath/objects/XString|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XString/toUpperCase()|,|java+method:///org/apache/xpath/objects/XStringForChars/str()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/util/MatchGenerator|,|java+class:///org/apache/xalan/xsltc/compiler/util/MethodGenerator|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/util/MethodGenerator/loadContextNode()|,|java+method:///org/apache/xalan/xsltc/compiler/util/MatchGenerator/loadCurrentNode()|>>,
  <<|java+class:///org/apache/xpath/axes/SelfIteratorNoPredicate|,|java+class:///org/apache/xpath/axes/LocPathIterator|>,<|java+project:///|,|java+method:///org/apache/xpath/axes/LocPathIterator/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/axes/SelfIteratorNoPredicate/asNode(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/util/NodeType|,|java+class:///org/apache/xalan/xsltc/compiler/util/Type|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/util/Type/translateFrom(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator,java.lang.Class)|,|java+method:///org/apache/xalan/xsltc/compiler/util/NodeType/toString()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseIterators/PrecedingIterator|,|java+class:///org/apache/xml/dtm/ref/DTMAxisIteratorBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMAxisIteratorBase/getNodeByPosition(int)|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseIterators/PrecedingIterator/isReverse()|>>,
  <<|java+class:///org/apache/xpath/objects/XRTreeFragSelectWrapper|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/lessThanOrEqual(org.apache.xpath.objects.XObject)|,|java+method:///org/apache/xpath/objects/XRTreeFragSelectWrapper/num()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/_level(int)|,|java+method:///org/apache/xml/dtm/ref/dom2dtm/DOM2DTM/nextNode()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncUnparsedEntityURI|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asNode(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncUnparsedEntityURI/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemLiteralResult|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/callVisitors(org.apache.xalan.templates.XSLTVisitor)|,|java+method:///org/apache/xalan/templates/ElemLiteralResult/accept(org.apache.xalan.templates.XSLTVisitor)|>>,
  <<|java+class:///org/apache/xalan/templates/FuncDocument|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xalan/templates/FuncDocument/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncString|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int,org.apache.xml.dtm.DTM,int)|,|java+method:///org/apache/xpath/functions/FuncString/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/BooleanExpr|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/BooleanExpr/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/getNodeNameX(int)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncConcat|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncConcat/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/lib/sql/DTMDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpDTM(java.io.OutputStream)|,|java+method:///org/apache/xalan/lib/sql/DTMDocument/_parent(int)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncBoolean|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncBoolean/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncTrue|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncTrue/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/XUnresolvedVariableSimple|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xalan/templates/XUnresolvedVariableSimple/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/axes/ReverseAxesWalker|,|java+class:///org/apache/xpath/axes/PredicatedNodeTest|>,<|java+project:///|,|java+method:///org/apache/xpath/axes/PredicatedNodeTest/executePredicates(int,org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/axes/ReverseAxesWalker/getProximityPosition(int)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/getTypedFirstChild(int,int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/_exptype(int)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/getNamespaceType(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/_exptype(int)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/FloorCall|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/FloorCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xml/utils/DOM2Helper|,|java+class:///org/apache/xml/utils/DOMHelper|>,<|java+project:///|,|java+method:///org/apache/xml/utils/DOMHelper/getExpandedElementName(org.w3c.dom.Element)|,|java+method:///org/apache/xml/utils/DOM2Helper/getLocalNameOfNode(org.w3c.dom.Node)|>>,
  <<|java+class:///org/apache/xpath/patterns/ContextMatchStepPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/patterns/ContextMatchStepPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncFloor|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/functions/FuncFloor/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/setAttributeNodeNS(org.w3c.dom.Attr)|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/operations/UnaryOperation|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/operations/UnaryOperation/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/lib/sql/DTMDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/getTypedAttribute(int,int)|,|java+method:///org/apache/xalan/lib/sql/DTMDocument/_exptype(int)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncCurrent|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncCurrent/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/patterns/UnionPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/patterns/UnionPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/Stylesheet|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/lookupPrefix(java.lang.String)|,|java+method:///org/apache/xalan/templates/Stylesheet/getNodeType()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncStartsWith|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncStartsWith/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemAttribute|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getTagName()|,|java+method:///org/apache/xalan/templates/ElemAttribute/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncRound|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIterator(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncRound/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncLocalPart|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncLocalPart/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncTranslate|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncTranslate/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/Stylesheet|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/isEqualNode(org.w3c.dom.Node)|,|java+method:///org/apache/xalan/templates/Stylesheet/getNodeType()|>>,
  <<|java+class:///org/apache/xalan/templates/FuncDocument|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xalan/templates/FuncDocument/execute(org.apache.xpath.XPathContext)|>>,
