[
  <<|java+class:///org/rssowl/core/persist/event/runnable/SearchConditionEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/SearchConditionEventRunnable/SearchConditionEventRunnable()|>>,
  <<|java+class:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider|,|java+class:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider|>,220,<|java+field:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider/fResources|,|java+method:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider/createResources()|>>,
  <<|java+class:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider|,|java+class:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider|>,220,<|java+method:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider/getBackground(java.lang.Object,int)|,|java+method:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider/update(org.eclipse.jface.viewers.ViewerCell)|>>,
  <<|java+class:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider|,|java+class:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider|>,220,<|java+method:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider/getFont(java.lang.Object,int)|,|java+method:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider/update(org.eclipse.jface.viewers.ViewerCell)|>>,
  <<|java+class:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider|,|java+class:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider|>,220,<|java+method:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider/getForeground(java.lang.Object,int)|,|java+method:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider/update(org.eclipse.jface.viewers.ViewerCell)|>>,
  <<|java+class:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider|,|java+class:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider|>,220,<|java+field:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider/fColumnModel|,|java+method:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider/update(org.eclipse.jface.viewers.ViewerCell)|>>,
  <<|java+class:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider|,|java+class:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider|>,220,<|java+method:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider/getColumnText(java.lang.Object,org.rssowl.ui.internal.editors.feed.NewsColumn,int)|,|java+method:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider/update(org.eclipse.jface.viewers.ViewerCell)|>>,
  <<|java+class:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider|,|java+class:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider|>,220,<|java+method:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider/paint(org.eclipse.swt.widgets.Event,java.lang.Object)|,|java+method:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider/paint(org.eclipse.swt.widgets.Event,java.lang.Object)|>>,
  <<|java+class:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider|,|java+class:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider|>,220,<|java+method:///org/rssowl/ui/internal/editors/feed/NewsTableLabelProvider/measure(org.eclipse.swt.widgets.Event,java.lang.Object)|,|java+method:///org/rssowl/ui/internal/dialogs/SearchNewsDialog/ScoredNewsLabelProvider/measure(org.eclipse.swt.widgets.Event,java.lang.Object)|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testRestoredNewsSearchable()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testRestoredNewsSearchable()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testRestoredNewsSearchable()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testRestoredNewsSearchable()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testRestoredNewsSearchable()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testRestoredNewsSearchable()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testRestoredNewsSearchable()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsWithInvalidLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsWithInvalidLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsWithInvalidLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsWithInvalidLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsWithInvalidLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsWithInvalidLocation()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsByAge()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsByAge()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsByAge()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsByAge()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/MINUTE|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsByAge()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsByAge()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/DAY|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testSearchNewsByAge()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testLocationSearch_BINs()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testLocationSearch_BINs()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testLocationSearch_BINs()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testLocationSearch_BINs()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testLocationSearch_BINs()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testLocationSearch_BINs()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testLocationSearch_BINs()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testPhraseSearch_CONTAINS_NOT()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testPhraseSearch_CONTAINS_NOT()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testPhraseSearch_CONTAINS_NOT()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testPhraseSearch_CONTAINS_NOT()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/assertSame(java.util.List,org.rssowl.core.persist.INews%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testPhraseSearch_CONTAINS_NOT()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testPhraseSearch_CONTAINS_NOT()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testPhraseSearch_CONTAINS_NOT()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testHiddenDeletedNewsNotIndexed_1()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testHiddenDeletedNewsNotIndexed_1()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testHiddenDeletedNewsNotIndexed_1()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testHiddenDeletedNewsNotIndexed_1()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/createNews(org.rssowl.core.persist.IFeed,java.lang.String,java.lang.String,org.rssowl.core.persist.INews.State)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testHiddenDeletedNewsNotIndexed_1()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/list(org.rssowl.core.persist.ISearchCondition%5B%5D)|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testHiddenDeletedNewsNotIndexed_1()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fFactory|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testHiddenDeletedNewsNotIndexed_2()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+method:///org/rssowl/core/tests/model/AbstractModelSearchTest/waitForIndexer()|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testHiddenDeletedNewsNotIndexed_2()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fNewsEntityName|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testHiddenDeletedNewsNotIndexed_2()|>>,
  <<|java+class:///org/rssowl/core/tests/model/ModelSearchTest4|,|java+class:///org/rssowl/core/tests/model/AbstractModelSearchTest|>,220,<|java+field:///org/rssowl/core/tests/model/AbstractModelSearchTest/fModelSearch|,|java+method:///org/rssowl/core/tests/model/ModelSearchTest4/testHiddenDeletedNewsNotIndexed_2()|>>,
