[
  <<|java+class:///java/util/ArrayList|,|java+interface:///java/util/List|>,202,|java+field:///net/sourceforge/ganttproject/gui/options/model/GPAbstractOption/myListeners|>,
  <<|java+class:///javax/swing/ImageIcon|,|java+interface:///javax/swing/Icon|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(3812,107,<100,26>,<101,54>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/TestGanttRolloverButton|,|java+class:///javax/swing/JButton|>,202,|java+variable:///net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel/constructResourcesPanel(net.sourceforge.ganttproject.task.ResourceAssignmentCollection)/bremove|>,
  <<|java+anonymousClass:///net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel/constructResourcesPanel(net/sourceforge/ganttproject/task/ResourceAssignmentCollection)/$anonymous1|,|java+interface:///java/awt/event/ActionListener|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(4045,394,<104,8>,<112,10>)>,
  <<|java+class:///javax/swing/JButton|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(4449,38,<113,8>,<113,46>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Container|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(4781,58,<123,8>,<123,66>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(4781,58,<123,8>,<123,66>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(4976,50,<130,8>,<130,58>)>,
  <<|java+class:///java/awt/GridBagConstraints|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(4976,50,<130,8>,<130,58>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel/BooleanRenderer|,|java+interface:///javax/swing/table/TableCellRenderer|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(5314,54,<140,8>,<140,62>)>,
  <<|java+class:///javax/swing/DefaultCellEditor|,|java+interface:///javax/swing/table/TableCellEditor|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(5812,62,<153,8>,<153,70>)>,
  <<|java+class:///javax/swing/DefaultCellEditor|,|java+interface:///javax/swing/table/TableCellEditor|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(6328,58,<167,8>,<167,66>)>,
  <<|java+class:///javax/swing/table/DefaultTableCellRenderer|,|java+interface:///javax/swing/table/TableCellRenderer|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(6396,59,<168,8>,<168,67>)>,
  <<|java+class:///java/lang/Class|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(7163,38,<188,17>,<188,55>)>,
  <<|java+class:///java/lang/Boolean|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java|(7303,15,<191,47>,<191,62>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttProject|,|java+class:///java/awt/Frame|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutPanel.java|(1650,203,<40,8>,<42,54>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutPanel.java|(2092,20,<47,8>,<47,28>)>,
  <<|java+class:///javax/swing/JLabel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutPanel.java|(2122,19,<48,8>,<48,27>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutPanel.java|(2151,20,<49,8>,<49,28>)>,
  <<|java+class:///javax/swing/ImageIcon|,|java+interface:///javax/swing/Icon|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutPanel.java|(2201,162,<50,28>,<52,39>)>,
  <<|java+anonymousClass:///net/sourceforge/ganttproject/gui/about/AboutPanel/AboutPanel(net/sourceforge/ganttproject/GanttProject)/$anonymous1|,|java+interface:///java/awt/event/ActionListener|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutPanel.java|(2569,203,<57,8>,<61,10>)>,
  <<|java+class:///javax/swing/JButton|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutPanel.java|(2783,17,<63,8>,<63,25>)>,
  <<|java+class:///javax/swing/JLabel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(2795,70,<73,8>,<73,78>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(2795,70,<73,8>,<73,78>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(2875,24,<74,8>,<74,32>)>,
  <<|java+class:///javax/swing/JTextField|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(2909,40,<75,8>,<75,48>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(2959,27,<76,8>,<76,35>)>,
  <<|java+class:///javax/swing/JLabel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(3056,94,<79,8>,<80,34>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(3056,94,<79,8>,<80,34>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(3160,24,<81,8>,<81,32>)>,
  <<|java+class:///javax/swing/JTextField|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(3194,48,<82,8>,<82,56>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(3252,27,<83,8>,<83,35>)>,
  <<|java+class:///javax/swing/ImageIcon|,|java+interface:///javax/swing/Icon|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(3343,104,<86,23>,<87,51>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/TestGanttRolloverButton|,|java+class:///javax/swing/JButton|>,202,|java+variable:///net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel/ProjectSettingsPanel(java.awt.Frame,net.sourceforge.ganttproject.IGanttProject)/bWeb|>,
  <<|java+anonymousClass:///net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel/ProjectSettingsPanel(java/awt/Frame,net/sourceforge/ganttproject/IGanttProject)/$anonymous1|,|java+interface:///java/awt/event/ActionListener|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(3561,522,<90,8>,<100,10>)>,
  <<|java+class:///javax/swing/JLabel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4152,89,<103,8>,<104,80>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4152,89,<103,8>,<104,80>)>,
  <<|java+class:///javax/swing/JButton|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4251,37,<105,8>,<105,45>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4251,37,<105,8>,<105,45>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4298,23,<106,8>,<106,31>)>,
  <<|java+class:///javax/swing/JTextField|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4331,24,<107,8>,<107,32>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4365,27,<108,8>,<108,35>)>,
  <<|java+class:///javax/swing/JLabel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4463,99,<111,8>,<112,34>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4463,99,<111,8>,<112,34>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4572,25,<113,8>,<113,33>)>,
  <<|java+class:///javax/swing/JTextArea|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4745,24,<117,30>,<117,54>)>,
  <<|java+class:///javax/swing/JScrollPane|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4779,22,<118,8>,<118,30>)>,
  <<|java+class:///javax/swing/Box|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4874,47,<121,8>,<121,55>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4874,47,<121,8>,<121,55>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(4931,20,<122,8>,<122,28>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(5183,51,<129,12>,<129,63>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(5254,60,<130,19>,<130,79>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(5334,50,<131,19>,<131,69>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/ProjectSettingsPanel.java|(5404,52,<132,19>,<132,71>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/model/DefaultDateOption.java|(479,51,<18,29>,<18,80>)>,
  <<|java+class:///java/util/Date|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/model/DefaultDateOption.java|(479,51,<18,29>,<18,80>)>,
  <<|java+class:///java/util/Date|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/model/DefaultDateOption.java|(479,51,<18,29>,<18,80>)>,
  <<|java+class:///java/util/Date|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/options/model/DefaultDateOption.java|(844,29,<34,30>,<34,59>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttTask|,|java+class:///net/sourceforge/ganttproject/task/TaskImpl|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttTask.java|(2088,278,<62,8>,<67,12>)>,
  <<|java+class:///javax/swing/tree/TreePath|,|java+class:///java/lang/Object|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttTree2.java|(64945,5,<1773,23>,<1773,28>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttTask|,|java+interface:///net/sourceforge/ganttproject/task/Task|>,202,|java+variable:///net/sourceforge/ganttproject/test/task/TestResourceAssignments/testResourceAppearsInListAfterCreation()/task|>,
  <<|java+interface:///java/util/List|,|java+interface:///java/util/Collection|>,207,|project://ganttproject-2.1.1/ganttproject/test/net/sourceforge/ganttproject/test/task/TestResourceAssignments.java|(1592,71,<38,32>,<39,24>)>,
  <<|java+class:///java/util/HashSet|,|java+interface:///java/util/Set|>,202,|java+variable:///net/sourceforge/ganttproject/test/task/TestResourceAssignments/testResourceAppearsInListAfterCreation()/expectedResources|>,
  <<|java+interface:///java/util/Set|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/test/net/sourceforge/ganttproject/test/task/TestResourceAssignments.java|(1673,120,<40,8>,<41,51>)>,
  <<|java+interface:///java/util/Set|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/test/net/sourceforge/ganttproject/test/task/TestResourceAssignments.java|(1673,120,<40,8>,<41,51>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttTask|,|java+interface:///net/sourceforge/ganttproject/task/Task|>,202,|java+variable:///net/sourceforge/ganttproject/test/task/TestResourceAssignments/testResourceDisappearsFromListAfterAssignmentDeletion()/task|>,
  <<|java+interface:///java/util/List|,|java+interface:///java/util/Collection|>,207,|project://ganttproject-2.1.1/ganttproject/test/net/sourceforge/ganttproject/test/task/TestResourceAssignments.java|(2442,66,<57,32>,<58,47>)>,
  <<|java+class:///java/util/HashSet|,|java+interface:///java/util/Set|>,202,|java+variable:///net/sourceforge/ganttproject/test/task/TestResourceAssignments/testResourceDisappearsFromListAfterAssignmentDeletion()/expectedResources|>,
  <<|java+interface:///java/util/Set|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/test/net/sourceforge/ganttproject/test/task/TestResourceAssignments.java|(2518,120,<59,8>,<60,51>)>,
  <<|java+interface:///java/util/Set|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/test/net/sourceforge/ganttproject/test/task/TestResourceAssignments.java|(2518,120,<59,8>,<60,51>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttTask|,|java+interface:///net/sourceforge/ganttproject/task/Task|>,202,|java+variable:///net/sourceforge/ganttproject/test/task/TestResourceAssignments/testResourceIsNotAssignedTwice()/task|>,
  <<|java+interface:///java/util/List|,|java+interface:///java/util/Collection|>,207,|project://ganttproject-2.1.1/ganttproject/test/net/sourceforge/ganttproject/test/task/TestResourceAssignments.java|(3066,66,<70,32>,<71,47>)>,
  <<|java+class:///java/util/HashSet|,|java+interface:///java/util/Set|>,202,|java+variable:///net/sourceforge/ganttproject/test/task/TestResourceAssignments/testResourceIsNotAssignedTwice()/expectedResources|>,
  <<|java+interface:///java/util/Set|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/test/net/sourceforge/ganttproject/test/task/TestResourceAssignments.java|(3142,120,<72,8>,<73,51>)>,
  <<|java+interface:///java/util/Set|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/test/net/sourceforge/ganttproject/test/task/TestResourceAssignments.java|(3142,120,<72,8>,<73,51>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttTask|,|java+interface:///net/sourceforge/ganttproject/task/Task|>,202,|java+variable:///net/sourceforge/ganttproject/test/task/TestResourceAssignments/testAssignmentsDisappearOnTaskDeletion()/task|>,
  <<|java+class:///net/sourceforge/ganttproject/GanttTask|,|java+interface:///net/sourceforge/ganttproject/task/Task|>,202,|java+variable:///net/sourceforge/ganttproject/test/task/TestResourceAssignments/testAssignmentDisappearOnResourceDeletion()/task|>,
  <<|java+class:///java/util/HashSet|,|java+interface:///java/util/Set|>,202,|java+variable:///net/sourceforge/ganttproject/test/task/TestResourceAssignments/extractResources(net.sourceforge.ganttproject.task.Task)/result|>,
